title,DOI,abstract,processed_abstract
"Feasibility study of an islanded microgrid in rural area consisting of PV, wind, biomass and battery energy storage system",http://dx.doi.org/10.1016/j.enconman.2016.09.046,"a b s t r a c t Renewable energy systems are proving to be promising and environment friendly sources of electricity generation, particularly, in countries with inadequate fossil fuel resources. In recent years, wind, solar photovoltaic (PV) and biomass based systems have been drawing more attention to provide electricity to isolated or energy deficient regions. This paper presents a hybrid PV-wind generation system along with biomass and storage to fulfill the electrical load demand of a small area. For optimal sizing of components, a recently introduced swarm based artificial bee colony (ABC) algorithm is applied. To verify the strength of the proposed technique, the results are compared with the results obtained from the standard software tool, hybrid optimization model for electric renewable (HOMER) and particle swarm optimization (PSO) algorithm. It has been verified from the results that the ABC algorithm has good convergence property and ability to provide good quality results. Further, for critical case such as the failure of any source, the behavior of the proposed system has been observed. It is evident from the results that the proposed scheme is able to manage a smooth power flow with the same optimal configuration. 2016 Elsevier Ltd. All rights reserved.",b s t r c t renewable energy system prove promise environment friendly source electricity generation particularly country inadequate fossil fuel resource recent year wind solar photovoltaic pv biomass base system draw attention provide electricity isolate energy deficient region paper present hybrid pvwind generation system biomass storage fulfill electrical load demand small area optimal sizing component recently introduce swarm base artificial bee colony abc algorithm apply verify strength propose technique result compare result obtain standard software tool hybrid optimization model electric renewable homer particle swarm optimization pso algorithm verify result abc algorithm good convergence property ability provide good quality result far critical case failure source behavior propose system observe evident result propose scheme able manage smooth power flow optimal configuration 2016 elsevi ltd right reserve
Real-Time Energy Storage Management for Renewable Integration in Microgrid: An Off-Line Optimization Approach,http://dx.doi.org/10.1109/TSG.2014.2359004,"-Microgrid is a key enabling solution to future smart grids by integrating distributed renewable generators and storage systems to efficiently serve the local demand. However, due to the random and intermittent characteristics of renewable energy, new challenges arise for the reliable operation of microgrids. To address this issue, we study in this paper the real-time energy management for a single microgrid system that constitutes a renewable generation system, an energy storage system, and an aggregated load. We model the renewable energy offset by the load over time, termed net energy profile, to be practically predictable, but with finite errors that can be arbitrarily distributed. We aim to minimize the total energy cost (modeled as sum of time-varying strictly convex functions) of the conventional energy drawn from the main grid over a finite horizon by jointly optimizing the energy charged/discharged to/from the storage system over time subject to practical load and storage constraints. To solve this problem in real time, we propose a new off-line optimization approach to devise the online algorithm. In this approach, we first assume that the net energy profile is perfectly predicted or known ahead of time, under which we derive the optimal off-line energy scheduling solution in closedform. Next, inspired by the optimal off-line solution, we propose a sliding-window based online algorithm for real-time energy management under the practical setup of noisy predicted net energy profile with arbitrary errors. Finally, we conduct simulations based on the real wind generation data of the Ireland power system to evaluate the performance of our proposed algorithm, as compared with other heuristically designed algorithms, as well as the conventional dynamic programming based solution.",microgrid key enable solution future smart grid integrate distribute renewable generator storage system efficiently serve local demand random intermittent characteristic renewable energy new challenge arise reliable operation microgrid address issue study paper realtime energy management single microgrid system constitute renewable generation system energy storage system aggregate load model renewable energy offset load time term net energy profile practically predictable finite error arbitrarily distribute aim minimize total energy cost model sum timevarye strictly convex function conventional energy draw main grid finite horizon jointly optimize energy chargeddischarge tofrom storage system time subject practical load storage constraint solve problem real time propose new offline optimization approach devise online algorithm approach assume net energy profile perfectly predict know ahead time derive optimal offline energy scheduling solution closedform inspire optimal offline solution propose slidingwindow base online algorithm realtime energy management practical setup noisy predict net energy profile arbitrary error finally conduct simulation base real wind generation datum ireland power system evaluate performance propose algorithm compare heuristically design algorithm conventional dynamic programming base solution
Techno-economic optimization of hybrid photovoltaic/wind generation together with energy storage system in a stand-alone micro-grid subjected to demand response,http://dx.doi.org/10.1016/j.apenergy.2017.05.116,"Regarding the importance of supplying energy to regions that are far from power systems, this study is devoted to analyzing and modeling of a stand-alone micro-grid. In spite of many studies in the case of demand response programming for optimal management and operation cost reduction of the micro-grids, and regarding the importance of size optimization of micro-grids, this paper seeks to examine and investigate the ability of demand response programming in the case of component size optimization of a micro-grid. Due to deficiency or unavailability of dispatchable energy recourses, only the nondispatchable renewable energy resources (wind and solar energy) are considered to supply the required energy. Applied strategy for effective component size optimization as well as relevant costs reduction is implemented by reducing or eliminating the mismatch between the generation and consumption profiles by time shift and schedule of dispatchable loads. Furthermore, the effect of demand response utilization on loss of generated energy reduction is studied. The optimized results with and without demand response are extracted and compared to each other. For each case, the optimum configuration was determined. Obtained results indicated that application of the demand response program, reduced the number of required batteries, the required inverter and photovoltaic cells capacity, and, consequently, the total net present costs. Furthermore, demand response implementation reduced the peak of consumed loads and increased the consumed load factor and correlation factor. The micro-grid components have been modeled mathematically within the framework of the mixed integer linear programming method. The optimization program has been performed by HOMER software together with GAMS software via the CPLEX solver.",regard importance supply energy region far power system study devoted analyze model standalone microgrid spite study case demand response program optimal management operation cost reduction microgrid regard importance size optimization microgrid paper seek examine investigate ability demand response programming case component size optimization microgrid deficiency unavailability dispatchable energy recourse nondispatchable renewable energy resource wind solar energy consider supply require energy apply strategy effective component size optimization relevant cost reduction implement reduce eliminate mismatch generation consumption profile time shift schedule dispatchable load furthermore effect demand response utilization loss generate energy reduction study optimize result demand response extract compare case optimum configuration determine obtain result indicate application demand response program reduce number require battery require inverter photovoltaic cell capacity consequently total net present cost furthermore demand response implementation reduce peak consume load increase consume load factor correlation factor microgrid component model mathematically framework mixed integer linear programming method optimization program perform homer software gam software cplex solver
Optimal Prediction Intervals of Wind Power Generation,http://dx.doi.org/10.1109/TPWRS.2013.2288100,"Accurate and reliable wind power forecasting is essential to power system operation. Given significant uncertainties involved in wind generation, probabilistic interval forecasting provides a unique solution to estimate and quantify the potential impacts and risks facing system operation with wind penetration beforehand. This paper proposes a novel hybrid intelligent algorithm approach to directly formulate optimal prediction intervals of wind power generation based on extreme learning machine and particle swarm optimization. Prediction intervals with associated confidence levels are generated through direct optimization of both the coverage probability and sharpness to ensure the quality. The proposed method does not involve the statistical inference or distribution assumption of forecasting errors needed in most existing methods. Case studies using real wind farm data from Australia have been conducted. Comparing with benchmarks applied, experimental results demonstrate the high efficiency and reliability of the developed approach. It is therefore convinced that the proposed method provides a new generalized framework for probabilistic wind power forecasting with high reliability and flexibility and has a high potential of practical applications in power systems.",accurate reliable wind power forecast essential power system operation significant uncertainty involve wind generation probabilistic interval forecasting provide unique solution estimate quantify potential impact risk face system operation wind penetration paper propose novel hybrid intelligent algorithm approach directly formulate optimal prediction interval wind power generation base extreme learn machine particle swarm optimization prediction interval associate confidence level generate direct optimization coverage probability sharpness ensure quality propose method involve statistical inference distribution assumption forecasting error need exist method case study use real wind farm datum australia conduct compare benchmark apply experimental result demonstrate high efficiency reliability develop approach convince propose method provide new generalized framework probabilistic wind power forecast high reliability flexibility high potential practical application power system
Role of power-to-gas in an integrated gas and electricity system in Great Britain,http://dx.doi.org/10.1016/j.ijhydene.2015.03.004,"Power-to-gas (PtG) converts electricity into hydrogen using the electrolysis process and uses the gas grid for the storage and transport of hydrogen. Hydrogen is injected into a gas network in a quantity and quality compatible with the gas safety regulations and thereby transported as a mixture of hydrogen and natural gas to demand centres. Once integrated into the electricity network, PtG systems can provide flexibility to the power system and absorb excess electricity from renewables to produce hydrogen. Injection of hydrogen into the gas network reduces gas volumes supplied from terminals. In order to investigate this concept, hydrogen electrolysers were included as a technology option within an operational optimisation model of the Great Britain (GB) combined gas and electricity network (CGEN). The model was used to determine the minimum cost of meeting the electricity and gas demand in a typical low and high electricity demand day in GB, in the presence of a significant capacity of wind generation. The value of employing power-to-gas systems in the gas and electricity supply system was investigated given different allowable levels of hydrogen injections. The results showed that producing hydrogen from electricity is capable of reducing wind curtailment in a high wind case and decreasing the overall cost of operating the GB gas and electricity network. The northern part of GB was identified as a suitable region to develop hydrogen electrolysis and injection facilities due to its vicinity to a significant capacity of wind generation, as well as the existence of gas network headroom capacity, which is expected to increase as a result of depletion of UK domestic gas resources.",powertogas ptg convert electricity hydrogen use electrolysis process use gas grid storage transport hydrogen hydrogen inject gas network quantity quality compatible gas safety regulation transport mixture hydrogen natural gas demand centre integrate electricity network ptg system provide flexibility power system absorb excess electricity renewable produce hydrogen injection hydrogen gas network reduce gas volume supply terminal order investigate concept hydrogen electrolyser include technology option operational optimisation model great britain gb combine gas electricity network cgen model use determine minimum cost meet electricity gas demand typical low high electricity demand day gb presence significant capacity wind generation value employ powertogas system gas electricity supply system investigate different allowable level hydrogen injection result produce hydrogen electricity capable reduce wind curtailment high wind case decrease overall cost operate gb gas electricity network northern gb identify suitable region develop hydrogen electrolysis injection facility vicinity significant capacity wind generation existence gas network headroom capacity expect increase result depletion uk domestic gas resource
Dealing with multiple decades of hourly wind and PV time series in energy models: A comparison of methods to reduce time resolution and the planning implications of inter-annual variability,http://dx.doi.org/10.1016/j.apenergy.2017.03.051,"Using a high-resolution planning model of the Great Britain power system and 25 years of simulated wind and PV generation data, this study compares different methods to reduce time resolution of energy models to increase their computational tractability: downsampling, clustering, and heuristics. By comparing model results in terms of costs and installed capacities across different methods, this study shows that the best method depends heavily on input data and the setup of model constraints. This implies that there is no one-size-fits-all approach to the problem of time step reduction, but heuristic approaches appear promising. In addition, the 25 years of time series demonstrate considerable inter-year variability in wind and PV power output. This further complicates the problem of time detail in energy models as it suggests long time series are necessary. Model results with high shares of PV and wind generation using a single or few years of data are likely unreliable. Better modeling and planning methods are required to determine robust scenarios with high shares of variable renewables. The methods are implemented in the freely available open-source modeling framework Calliope.",use highresolution planning model great britain power system 25 year simulate wind pv generation data study compare different method reduce time resolution energy model increase computational tractability downsample cluster heuristic compare model result term cost instal capacity different method study good method depend heavily input datum setup model constraint imply onesizefitsall approach problem time step reduction heuristic approach appear promise addition 25 year time series demonstrate considerable interyear variability wind pv power output complicate problem time detail energy model suggest long time series necessary model result high share pv wind generation use single year datum likely unreliable modeling planning method require determine robust scenario high share variable renewable method implement freely available opensource modeling framework calliope
The merit-order effect in the Italian power market: The impact of solar and wind generation on national wholesale electricity prices,http://dx.doi.org/10.1016/j.enpol.2014.11.038,"AbItaly promoted one of the most generous renewable support schemes worldwide which resulted in a high increase of solar power generation. We analyze the Italian day-ahead wholesale electricity market, finding empirical evidence of the merit-order effect. Over the period 2005_2013 an increase of 1 GWh in the hourly average of daily production from solar and wind sources has, on average, reduced wholesale electricity prices by respectively 2.3_/MWh and 4.2_/MWh and has amplified their volatility. The impact on prices has decreased over time in correspondence with the increase in solar and wind electricity production. We estimate that, over the period 2009_2013, solar production has generated higher monetary savings than wind production, mainly because the former is more prominent than the latter. However, in the solar case, monetary savings are not sufficient to compensate the cost of the related supporting schemes which are entirely internalized within end-user tariffs, causing a reduction of the consumer surplus, while the opposite occurs in the case of wind.stract not available.",abitaly promote generous renewable support scheme worldwide result high increase solar power generation analyze italian dayahead wholesale electricity market find empirical evidence meritorder effect period 20052013 increase 1 gwh hourly average daily production solar wind source average reduce wholesale electricity price respectively 23mwh 42mwh amplify volatility impact price decrease time correspondence increase solar wind electricity production estimate period 20092013 solar production generate high monetary save wind production mainly prominent solar case monetary save sufficient compensate cost relate support scheme entirely internalize enduser tariff cause reduction consumer surplus opposite occur case windstract available
The Impact of Economic Corridor and Tourism on Local Community's Quality of Life under One Belt One Road Context,http://dx.doi.org/10.1177/0193841X231182749,Economic corridors unlock new economic opportunities and tourism development in the region to achieve sustainable development goals. Green economic growth is conducive to environmental sustainability. Economic mega-projects of CPEC promote tourism that leads to communities' wellbeing and better quality of life. Modern infrastructure development contributes significantly to economic growth and tourism activities. This study's objectives emphasize exploring tourism and sustainable development pursuits under OBOR economic projects that open doors to improving residents' quality of life. The growing world is an eyewitness to a continuous rise in emissions and its severe consequences for humankind. It is necessary to show off the leading factors that result in tourism and,economic corridor unlock new economic opportunity tourism development region achieve sustainable development goal green economic growth conducive environmental sustainability economic megaproject cpec promote tourism lead community wellbee quality life modern infrastructure development contribute significantly economic growth tourism activity studys objective emphasize explore tourism sustainable development pursuit obor economic project open door improve resident quality life grow world eyewitness continuous rise emission severe consequence humankind necessary lead factor result tourism
Applications of Green Synthesized Metal Nanoparticles - a Review,http://dx.doi.org/10.1007/s12011-023-03645-9,"Green nanotechnology is an emerging field of science that focuses on the production of nanoparticles by living cells through biological pathways. This topic plays an extremely imperative responsibility in various fields, including pharmaceuticals, nuclear energy, fuel and energy, electronics, and bioengineering. Biological processes by green synthesis tools are more suitable to develop nanoparticles ranging from 1 to 100 nm compared to other related methods, owing to their safety, eco-friendliness, non-toxicity, and cost-effectiveness. In particular, the metal nanoparticles are synthesized by top-down and bottom-up approaches through various techniques like physical, chemical, and biological methods. Their characterization is very vital and the confirmation of nanoparticle traits is done by various instrumentation analyses such as UV_Vis spectrophotometry (UV_Vis), Fourier transform infrared spectroscopy (FT-IR), scanning electron microscope (SEM), transmission electron microscopy (TEM), X-ray diffraction (XRD), atomic force microscopy (AFM), annular dark-field imaging (HAADF), and intracranial pressure (ICP). In this review, we provide especially information on green synthesized metal nanoparticles, which are helpful to improve biomedical and environmental applications. In particular, the methods and conditions of plant-based synthesis, characterization techniques, and applications of green silver, gold, iron, selenium, and copper nanoparticles are overviewed.",green nanotechnology emerge field science focus production nanoparticle live cell biological pathway topic play extremely imperative responsibility field include pharmaceutical nuclear energy fuel energy electronic bioengineere biological process green synthesis tool suitable develop nanoparticle range 1 100 nm compare relate method owe safety ecofriendliness nontoxicity costeffectiveness particular metal nanoparticle synthesize topdown bottomup approach technique like physical chemical biological method characterization vital confirmation nanoparticle trait instrumentation analysis uvvis spectrophotometry uvvis fourier transform infrared spectroscopy ftir scan electron microscope sem transmission electron microscopy tem xray diffraction xrd atomic force microscopy afm annular darkfield imaging haadf intracranial pressure icp review provide especially information green synthesize metal nanoparticle helpful improve biomedical environmental application particular method condition plantbase synthesis characterization technique application green silver gold iron selenium copper nanoparticle overviewe
The reformation of catalyst: From a trial-and-error synthesis to rational design,http://dx.doi.org/10.1007/s12274-023-6037-8,"The appropriate catalysts can accelerate the reaction rate and effectively boost the efficient conversion of various molecules, which is of great importance in the study of chemistry, chemical industry, energy, materials and environmental science. Therefore, efficient, environmentally friendly, and easy to operate synthesis methods have been used to prepare various types of catalysts. Although previous studies have reported the synthesis and characterization of the aforementioned catalysts, more still remain in trial and error methods, without in-depth consideration and improvement of traditional synthesis methods. Here, we comprehensively summarize and compare the preparation methods of the trial-and-error synthesis strategy, structure-activity relationships and density functional theory (DFT) guided catalysts rational design for nanomaterials and atomically dispersed catalysts. We also discuss in detail the utilization of the nanomaterials and single atom catalysts for converting small molecules (H2O, O2, CO2, N2, etc.) into value-added products driven by electrocatalysis, photocatalysis, and thermocatalysis. Finally, the challenges and outlooks of mass preparation and production of efficient and green catalysts through conventional trial and error synthesis and DFT theory are featured in accordance with its current development.",appropriate catalyst accelerate reaction rate effectively boost efficient conversion molecule great importance study chemistry chemical industry energy material environmental science efficient environmentally friendly easy operate synthesis method use prepare type catalyst previous study report synthesis characterization aforementione catalyst remain trial error method indepth consideration improvement traditional synthesis method comprehensively summarize compare preparation method trialanderror synthesis strategy structureactivity relationship density functional theory dft guide catalyst rational design nanomaterial atomically disperse catalyst discuss detail utilization nanomaterial single atom catalyst convert small molecule h2o o2 co2 n2 etc valueadde product drive electrocatalysis photocatalysis thermocatalysis finally challenge outlook mass preparation production efficient green catalyst conventional trial error synthesis dft theory feature accordance current development
A review of carbon dots in synthesis strategy,http://dx.doi.org/10.1016/j.ccr.2023.215468,"A B S T R A C T Among the carbon nanomaterials family, the fluorescent carbon dot has emerged as a significant member among the novel types of nanomaterials, and many researchers have introduced studies on its properties and potential applications. Carbon dots (CDs) have numerous outstanding characteristics, such as remarkable photostability, negligible cytotoxicity, exceptional biocompatibility, effortless surface modification, and remarkable chemical inertness. As a result, they have found extensive applications in various domains, including but not limited to cell imaging, in vivo imaging, drug delivery, fluorescence sensing, photocatalysis, production of polychromatic light emitting diodes (LEDs), energy conversion and storage, etc. Recently, many synthesis strategies of carbon dots have been developed, but how to synthesize in a controlled way is still challenging. The focus of this article is to provide an overview of the advancements made in the production of carbon dots, with particular attention given to their synthesis techniques along with some discussion and provide a reference for the controllable synthesis and method selection of carbon dots.",b s t r c t carbon nanomaterial family fluorescent carbon dot emerge significant member novel type nanomaterial researcher introduce study property potential application carbon dot cd numerous outstanding characteristic remarkable photostability negligible cytotoxicity exceptional biocompatibility effortless surface modification remarkable chemical inertness result find extensive application domain include limit cell imaging vivo image drug delivery fluorescence sense photocatalysis production polychromatic light emit diode lead energy conversion storage etc recently synthesis strategy carbon dot develop synthesize control way challenge focus article provide overview advancement production carbon dot particular attention synthesis technique discussion provide reference controllable synthesis method selection carbon dot
Race to carbon neutrality in South Africa: What role does environmental technological innovation play?,http://dx.doi.org/10.1016/j.apenergy.2023.122212,"Governments worldwide have prioritized carbon reduction and neutrality to address the escalating threat of climate change. These goals are in line with the United Nations Sustainable Development Goals (UNSDG-13). These goals stress taking action on climate change to lessen the bad effects of human activities and using fossil fuels for energy. To this end, the present study investigates the connection between conventional energy usage, agricultural practices, economic growth, and their impact on environmental sustainability in South Africa. Additionally, it explores the role of renewable energy consumption and environmental technological innovation in mitigating these effects. To achieve the study objectives, a carbon-income function is fitted with an annual frequency data from 1975 to 2020. The present study leverages on Pesaran's Autoregressive distributed lag (ARDL) method and for robustness analysis the dynamic ARDL simulations method to simultaneously explore the short and long-run coefficients of the study's outlined variables. Empirical analysis, confirmed by bounds testing for cointegration, reveals a long-term equilibrium relationship among the variables considered. Notably, economic growth, fossil fuel energy consumption, and agricultural activities have adverse effects on environmental sustainability in South Africa, indicating a trade-off between economic growth and environmental quality. Dynamic ARDL simulations provide further evidence of an Environmental Kuznets Curve (EKC) phenomenon. However, renewable energy consumption and environmental technological innovation positively influence environmental quality. These findings highlight the imperative for South Africa and its stakeholders to adopt green growth policies and transition to cleaner energy alternatives.",government worldwide prioritize carbon reduction neutrality address escalate threat climate change goal line united nations sustainable development goal unsdg13 goal stress action climate change lessen bad effect human activity use fossil fuel energy end present study investigate connection conventional energy usage agricultural practice economic growth impact environmental sustainability south africa additionally explore role renewable energy consumption environmental technological innovation mitigate effect achieve study objective carbonincome function fit annual frequency datum 1975 2020 present study leverage pesaran autoregressive distribute lag ardl method robustness analysis dynamic ardl simulation method simultaneously explore short longrun coefficient studys outline variable empirical analysis confirm bind test cointegration reveal longterm equilibrium relationship variable consider notably economic growth fossil fuel energy consumption agricultural activity adverse effect environmental sustainability south africa indicate tradeoff economic growth environmental quality dynamic ardl simulation provide evidence environmental kuznet curve ekc phenomenon renewable energy consumption environmental technological innovation positively influence environmental quality finding highlight imperative south africa stakeholder adopt green growth policy transition clean energy alternative
"Toward fostering environmental innovation in OECD countries: Do fiscal decentralization, carbon pricing, and renewable energy investments matter?",http://dx.doi.org/10.1016/j.gr.2023.03.002,"a b s t r a c t Environmental innovation is an integral part of sustainable development goal (SDG) 9. It also provides the foundation for green energy production, and thus, indirectly supports the accomplishment of SDG 7. Notably, the energy transition from fossil fuel to renewables is critical for achieving sustainable development and a cleaner environment. Therefore, this study explores the major driving forces of environmental innovation in 29 OECD countries from 1993 to 2019 by incorporating environmental taxation, carbon pricing policy, budget for renewable energy development and demonstration, regional authority, financial development, and globalization. The recently proposed Quantile via Movements methodology is employed to address the spiral dependence of explanatory variables and obtain results at different quantiles. The findings of Quantile via movements reveal that enhancing environmental taxation and strengthening carbon pricing policies encourage environmental innovation. Moreover, these countries should decentralize policymaking and delegate authority to regions. Alongside this, policymaking for encouraging the private sector budgets for renewable energy development and demonstration is necessary. The stringent policy regulations at the regional level can enhance the innovation of domestic industries concerning the development, adoption, and commercial competitiveness of environment-friendly technologies. Furthermore, the financial sector's development enhances environmental innovation, while globalization needs to be properly regulated. 2023 International Association for Gondwana Research. Published by Elsevier B.V. All rights reserved.",b s t r c t environmental innovation integral sustainable development goal sdg 9 provide foundation green energy production indirectly support accomplishment sdg 7 notably energy transition fossil fuel renewable critical achieve sustainable development clean environment study explore major driving force environmental innovation 29 oecd country 1993 2019 incorporate environmental taxation carbon pricing policy budget renewable energy development demonstration regional authority financial development globalization recently propose quantile movement methodology employ address spiral dependence explanatory variable obtain result different quantile find quantile movement reveal enhance environmental taxation strengthen carbon pricing policy encourage environmental innovation country decentralize policymake delegate authority region alongside policymake encourage private sector budget renewable energy development demonstration necessary stringent policy regulation regional level enhance innovation domestic industry concern development adoption commercial competitiveness environmentfriendly technology furthermore financial sector development enhance environmental innovation globalization need properly regulate 2023 international association gondwana research publish elsevi bv right reserve
Enhancing resource efficiency through the utilization of the green bond market: An empirical analysis of Asian economies,http://dx.doi.org/10.1016/j.resourpol.2023.104623,"This research explores the effects of the green bonds market on resource efficiency across 12 actively involved Asian economies from 2015 to 2022. The empirical results indicate a positive connection between green bond issuance and resource efficiency, suggesting that a 1% increase in green bonds corresponds to significant short-term (0.33%) and long-term (0.43%) improvements. Surprisingly, a negative relationship is observed between GDP growth and resource efficiency, implying that economic expansion may contribute to heightened resource consumption. The study highlights the favorable impact of renewable power generation on resource efficiency, driven by the sustainability of renewable energy sources. Nevertheless, challenges arise from poverty ratios and consumer price indices, impeding the adoption of resource-efficient technology. Furthermore, while cell phone penetration initially benefits resource efficiency, a negative correlation emerges in the long term due to increased non-renewable energy consumption. In light of these findings, the study recommends practical policies for sustainable development, including actively promoting the green bonds market, targeted investments in renewable energy, and initiatives to address economic disparities while encouraging resource-efficient practices.",research explore effect green bond market resource efficiency 12 actively involve asian economy 2015 2022 empirical result indicate positive connection green bond issuance resource efficiency suggest 1 increase green bond correspond significant shortterm 033 longterm 043 improvement surprisingly negative relationship observe gdp growth resource efficiency imply economic expansion contribute heighten resource consumption study highlight favorable impact renewable power generation resource efficiency drive sustainability renewable energy source challenge arise poverty ratio consumer price index impede adoption resourceefficient technology furthermore cell phone penetration initially benefit resource efficiency negative correlation emerge long term increase nonrenewable energy consumption light finding study recommend practical policy sustainable development include actively promote green bond market target investment renewable energy initiative address economic disparity encourage resourceefficient practice
Research on the evolution of China's photovoltaic technology innovation network from the perspective of patents,http://dx.doi.org/10.1016/j.esr.2024.101309,"A B S T R A C T Photovoltaic (PV) technology, as a low-carbon energy technology, is crucial to mitigating climate change and achieving sustainable development. China has the largest total number of PV technology patents in the world, but the lack of core technologies has restricted the further innovative development of China's PV industry. Therefore, it is necessary to clarify China's current PV technology accumulation to better catch up with key technology areas. To clearly describe the structural characteristics of China's PV technology innovation network, this study uses China's patent PV technology data over the past 20 years from the Incopat global patent database and analyses the structural characteristics of the network from the perspectives of one-mode and two-mode networks, using method of social network analysis (SNA). The results show that 1) the leading PV enterprises have basically formed relatively stable internal collaborations and that the scale of innovation network development has expanded rapidly, with very strong stamina; 2) with the development of China's PV industry, many innovative PV techniques have been developed by leading enterprises in the field of innovation and research and development (R&D) of PV technology, and among patent applicants with strong collaboration, kinship collaboration with investment relationships is dominant; 3) provinces participating in PV technology innovation are increasing significantly, the network is more influenced by leading nodes, and the eastern coastal provinces are pioneers in the innovation and R&D of PV technology; and 4) PV technological innovation collaboration between patent applicants and cities has changed from local collaboration to cross-regional collaboration, high-value areas are basically concentrated in the eastern coastal region of China, with scattered spatial characteristics, and cross-regional collaboration presents a __riangular_ spatial structure, with the Yangtze River Delta, Pearl River Delta, and Beijing-Tianjin-Hebei as cores. The conclusions can provide patent information support for scientific research on energy conservation and emission reduction to achieve low-carbon goals, and can also provide reference for policy formulation of renewable energy development and green development strategies.",b s t r c t photovoltaic pv technology lowcarbon energy technology crucial mitigate climate change achieve sustainable development china large total number pv technology patent world lack core technology restrict far innovative development chinas pv industry necessary clarify chinas current pv technology accumulation catch key technology area clearly describe structural characteristic chinas pv technology innovation network study use chinas patent pv technology datum past 20 year incopat global patent database analyse structural characteristic network perspective onemode twomode network use method social network analysis sna result 1 lead pv enterprise basically form relatively stable internal collaboration scale innovation network development expand rapidly strong stamina 2 development china pv industry innovative pv technique develop lead enterprise field innovation research development rd pv technology patent applicant strong collaboration kinship collaboration investment relationship dominant 3 province participate pv technology innovation increase significantly network influence lead node eastern coastal province pioneer innovation rd pv technology 4 pv technological innovation collaboration patent applicant city change local collaboration crossregional collaboration highvalue area basically concentrate eastern coastal region china scatter spatial characteristic crossregional collaboration present riangular spatial structure yangtze river delta pearl river delta beijingtianjinhebei core conclusion provide patent information support scientific research energy conservation emission reduction achieve lowcarbon goal provide reference policy formulation renewable energy development green development strategy
Recent advancement and assessment of green hydrogen production technologies,http://dx.doi.org/10.1016/j.rser.2023.113941,"Hydrogen energy has garnered substantial support from industry, government, and the public, positioning it as a pivotal future fuel source. However, its commercial realisation faces significant hurdles, including slow infrastructure growth and the high cost of producing clean hydrogen. This review uniquely emphasises the different colour codes of hydrogen, which have been rarely discussed in the literature to date. Hydrogen production methods are classified by colour codes, with green hydrogen, produced from renewable sources such as wind and solar, being the most desirable option. The demand for green hydrogen across various sectors is expected to surge. This review comprehensively evaluates the major hydrogen production methods based on cost, environmental impact, and technological maturity. Recent data confirm the increased efficiency, cost-competitiveness, and scalability of green hydrogen production technologies. The cost of green hydrogen has declined significantly, making it competitive with blue hydrogen (produced from fossil fuels with carbon capture). The review also scrutinises several recent hydrogen production technologies, highlighting their advantages, disadvantages, and technological readiness. Among these, the solid oxide electrolysis cell (SOEC) currently outperforms others, with anion exchange membrane (AEM) and electrified steam methane reforming (ESMR) also showing promise. This review also succinctly summarises global progress in hydrogen infrastructure and policies. By spotlighting the diverse colour codes of hydrogen and discussing the crucial takeaways and implications for the future, this review offers a comprehensive overview of the hydrogen energy landscape. This unique focus enriches the literature and enhances our understanding of hydrogen as a promising energy source.",hydrogen energy garner substantial support industry government public position pivotal future fuel source commercial realisation face significant hurdle include slow infrastructure growth high cost produce clean hydrogen review uniquely emphasise different colour code hydrogen rarely discuss literature date hydrogen production method classify colour code green hydrogen produce renewable source wind solar desirable option demand green hydrogen sector expect surge review comprehensively evaluate major hydrogen production method base cost environmental impact technological maturity recent datum confirm increase efficiency costcompetitiveness scalability green hydrogen production technology cost green hydrogen decline significantly competitive blue hydrogen produce fossil fuel carbon capture review scrutinise recent hydrogen production technology highlight advantage disadvantage technological readiness solid oxide electrolysis cell soec currently outperform anion exchange membrane aem electrify steam methane reform esmr promise review succinctly summarise global progress hydrogen infrastructure policy spotlight diverse colour code hydrogen discuss crucial takeaway implication future review offer comprehensive overview hydrogen energy landscape unique focus enrich literature enhance understand hydrogen promise energy source
